"Id","Season","Week","SeasonType","NeutralSite","HomeId","HomeTeam","HomePoints","AwayId","AwayTeam","AwayPoints"
"401282714","2021","1","regular","false","356","Illinois","30","158","Nebraska","22"
"401286187","2021","1","regular","false","278","Fresno State","45","41","UConn","0"
"401329133","2021","1","regular","true","2119","Central State (OH)","6","2310","Kentucky State","20"
"401309833","2021","1","regular","false","26","UCLA","44","62","Hawai'i","10"
"401328337","2021","1","regular","false","282","Indiana State","26","2197","Eastern Illinois","21"
"401327539","2021","1","regular","true","2428","North Carolina Central","23","2016","Alcorn State","14"
"401282049","2021","1","regular","false","166","New Mexico State","3","2638","UTEP","30"
"401310693","2021","1","regular","false","23","San José State","45","253","Southern Utah","14"
"401282050","2021","1","regular","true","55","Jacksonville State","0","5","UAB","31"
"401328215","2021","1","regular","false","351","Wingate","30","2551","Shaw","7"
"401328989","2021","1","regular","false","131","Wayne State (MI)","21","215","Slippery Rock","24"
"401328204","2021","1","regular","false","2619","Stony Brook","21","160","New Hampshire","27"
"401334787","2021","1","regular","false","2986","Fairmont State","14","2858","PennWest California","23"
"401334786","2021","1","regular","false","2844","Wayne State (NE)","34","559","University of Mary","27"
"401337471","2021","1","regular","false","2699","West Liberty","6","2682","Walsh","27"
"401328276","2021","1","regular","false","2033","Arkansas Tech","20","199","Southeastern Oklahoma State","38"
"401309540","2021","1","regular","false","2050","Ball State","31","2710","Western Illinois","21"
"401329651","2021","1","regular","false","2369","Mars Hill","24","2804","Chowan","30"
"401329689","2021","1","regular","false","389","Upper Iowa University","14","134","Minnesota Duluth","41"
"401329357","2021","1","regular","false","2477","Ohio Dominican","30","2974","Shepherd","35"
"401329270","2021","1","regular","false","611","Seton Hill","16","112335","Wheeling","14"
"401329056","2021","1","regular","false","2105","Carson-Newman College","7","2698","West Georgia","45"
"401329020","2021","1","regular","false","2401","Mississippi College","0","2013","Albany State GA","24"
"401329015","2021","1","regular","false","2170","Delta State","48","2064","Bethel University Tennessee","14"
"401328973","2021","1","regular","false","2886","Northwood (MI)","21","367","Gannon","28"
"401328605","2021","1","regular","false","2815","Lindenwood","20","2025","Angelo State","40"
"401329425","2021","1","regular","false","210","Millersville","9","2022","American International","14"
"401328432","2021","1","regular","false","2823","Northwestern Oklahoma State","13","2568","Southern Arkansas","32"
"401328397","2021","1","regular","false","2927","Southwestern Oklahoma State","13","2271","Henderson State","31"
"401328309","2021","1","regular","false","2028","Arkansas-Monticello","30","200","Southern Nazarene","23"
"401328175","2021","1","regular","false","311","Maine","24","48","Delaware","34"
"401328388","2021","1","regular","false","2754","Youngstown State","44","2916","Incarnate Word","41"
"401328466","2021","1","regular","false","2888","Ouachita Baptist","38","319","Oklahoma Baptist","31"
"401329443","2021","1","regular","false","2876","Lincoln (MO)","12","2687","Washburn","76"
"401329491","2021","1","regular","false","2364","Minnesota State Mankato","40","425","Northern State","34"
"401329503","2021","1","regular","false","2894","Sioux Falls","16","132","Bemidji State","24"
"401328458","2021","1","regular","false","2535","Samford","52","2635","Tennessee Tech","14"
"401332315","2021","1","regular","false","2181","Drake","45","455","West Virginia Wesleyan","3"
"401357797","2021","1","regular","false","2382","Mercer","69","3179","Point University","0"
"401334756","2021","1","regular","false","2316","Kentucky Wesleyan","13","341","Frostburg State","20"
"401328545","2021","1","regular","false","324","Coastal Carolina","52","2643","The Citadel","14"
"401309542","2021","1","regular","false","2084","Buffalo","69","2681","Wagner","7"
"401300995","2021","1","regular","false","2116","UCF","36","68","Boise State","31"
"401329660","2021","1","regular","false","2188","East Stroudsburg University","35","2487","Pace","14"
"401309834","2021","1","regular","false","254","Utah","40","2692","Weber State","17"
"401328768","2021","1","regular","false","2222","Ferris State","54","2224","Findlay","14"
"401300994","2021","1","regular","false","202","Tulsa","17","302","UC Davis","19"
"401328404","2021","1","regular","false","236","Chattanooga","20","2046","Austin Peay","30"
"401300993","2021","1","regular","false","2026","App State","33","151","East Carolina","19"
"401282607","2021","1","regular","false","152","NC State","45","58","South Florida","0"
"401328383","2021","1","regular","false","2546","Southeast Missouri State","21","79","Southern Illinois","47"
"401328138","2021","1","regular","false","338","Kennesaw State","35","2890","Reinhardt University","25"
"401281952","2021","1","regular","false","2633","Tennessee","38","189","Bowling Green","6"
"401310696","2021","1","regular","false","167","New Mexico","27","2277","Houston Christian","17"
"401282789","2021","1","regular","false","135","Minnesota","31","194","Ohio State","45"
"401329340","2021","1","regular","false","2118","Central Missouri","16","90","Pittsburg St","35"
"401329456","2021","1","regular","false","2438","Nebraska-Kearney","38","2403","Missouri Southern State","0"
"401329404","2021","1","regular","false","2231","Fort Hays State","7","138","Northwest Missouri St","15"
"401282180","2021","1","regular","false","98","Western Kentucky","59","2630","UT Martin","21"
"401329374","2021","1","regular","false","2122","Central Oklahoma","24","137","Missouri Western","20"
"401330245","2021","1","regular","false","2201","Eastern New Mexico","24","2120","Central Washington","66"
"401328681","2021","1","regular","false","613","South Dakota Mines","34","2402","Missouri S&T","31"
"401329037","2021","1","regular","false","2587","Southwest Minnesota State","21","2817","Minnesota State Moorhead","33"
"401329048","2021","1","regular","false","2146","Colorado School Of Mines","42","2848","Western Oregon","3"
"401329058","2021","1","regular","false","2851","Winona State","47","3066","Concordia University St Paul","6"
"401329153","2021","1","regular","false","2570","CSU Pueblo","6","2837","East Texas A&M","12"
"401328420","2021","1","regular","false","93","Murray State","35","2400","Mississippi Valley State","0"
"401329312","2021","1","regular","false","11","Colorado Mesa","40","2911","William Jewell","3"
"401282051","2021","1","regular","false","2229","Florida International","48","2341","Long Island University","10"
"401328011","2021","1","regular","false","2464","Northern Arizona","16","2534","Sam Houston","42"
"401329450","2021","1","regular","false","2704","West Texas A&M","73","2637","Texas College","0"
"401310694","2021","1","regular","false","2439","UNLV","33","331","Eastern Washington","35"
"401309835","2021","1","regular","false","9","Arizona State","41","253","Southern Utah","14"
"401335299","2021","1","regular","false","2115","Central Connecticut","21","2583","Southern Connecticut State","28"
"401309937","2021","1","regular","false","259","Virginia Tech","17","153","North Carolina","10"
"401344437","2021","1","regular","false","2060","Bentley","41","223","West Chester","17"
"401282608","2021","1","regular","false","154","Wake Forest","42","295","Old Dominion","10"
"401309541","2021","1","regular","false","2199","Eastern Michigan","35","2598","St. Francis (PA)","15"
"401282052","2021","1","regular","false","2429","Charlotte","31","150","Duke","28"
"401287888","2021","1","regular","false","2305","Kansas","17","233","South Dakota","14"
"401282782","2021","1","regular","false","77","Northwestern","21","127","Michigan State","38"
"401309836","2021","1","regular","false","38","Colorado","35","2458","Northern Colorado","7"
"401310695","2021","1","regular","false","36","Colorado State","23","2571","South Dakota State","42"
"401309601","2021","1","regular","false","2247","Georgia State","10","349","Army","43"
"401282815","2021","1","regular","false","275","Wisconsin","10","213","Penn State","16"
"401282822","2021","1","regular","false","164","Rutgers","61","218","Temple","14"
"401328233","2021","1","regular","false","2329","Lehigh","3","222","Villanova","47"
"401282609","2021","1","regular","false","103","Boston College","51","2142","Colgate","0"
"401327913","2021","1","regular","false","158","Nebraska","52","2230","Fordham","7"
"401286188","2021","1","regular","false","41","UConn","28","107","Holy Cross","38"
"401281947","2021","1","regular","false","96","Kentucky","45","2433","UL Monroe","10"
"401287894","2021","1","regular","false","201","Oklahoma","40","2655","Tulane","35"
"401287889","2021","1","regular","true","2306","Kansas State","24","24","Stanford","7"
"401332385","2021","1","regular","false","124180","Bluefield State","14","102071","Lawrence Tech","21"
"401363390","2021","1","regular","false","2586","Southwest Baptist","16","110243","UT Permian Basin","24"
"401328706","2021","1","regular","false","110254","Davenport","14","2654","Truman State","31"
"401329633","2021","1","regular","false","2842","UVA Wise","54","2355","Virginia University Of Lynchburg","0"
"401328990","2021","1","regular","false","2560","Shorter","38","2913","Brevard College","14"
"401328713","2021","1","regular","false","587","Notre Dame College","42","308","Ashland","35"
"401282772","2021","1","regular","false","130","Michigan","47","2711","Western Michigan","14"
"401329210","2021","1","regular","false","2315","Kutztown University","19","2038","Assumption","0"
"401328924","2021","1","regular","false","2441","New Haven","30","112334","Franklin Pierce","14"
"401331758","2021","1","regular","false","2107","Catawba","37","101784","ERSKINE","27"
"401328169","2021","1","regular","false","395","St. Augustine's","14","2839","Greeneville","58"
"401359753","2021","1","regular","false","121696","MARIAN (IN","10","2838","Tiffin","34"
"401334669","2021","1","regular","false","2559","Shippensburg","25","2707","West Virginia State","17"
"401328585","2021","1","regular","false","2377","McNeese","36","110242","West Florida","42"
"401329325","2021","1","regular","false","2771","Merrimack","55","2830","St. Anselm","23"
"401328566","2021","1","regular","false","2678","VMI","45","2166","Davidson","24"
"401328150","2021","1","regular","false","231","Furman","29","2448","North Carolina A&T","18"
"401328183","2021","1","regular","false","2210","Elon","22","2747","Wofford","24"
"401310861","2021","1","regular","false","2005","Air Force","35","322","Lafayette","14"
"401281943","2021","1","regular","false","8","Arkansas","38","242","Rice","17"
"401328220","2021","1","regular","false","257","Richmond","38","47","Howard","14"
"401309838","2021","1","regular","false","2483","Oregon","31","278","Fresno State","24"
"401328647","2021","1","regular","false","2816","McKendree","20","128","Northern Michigan","27"
"401328954","2021","1","regular","false","2392","Michigan Tech","14","2273","Hillsdale","10"
"401329106","2021","1","regular","false","2825","Quincy","27","2395","Midwestern State","48"
"401329143","2021","1","regular","false","2043","Augustana University (SD)","49","568","Minot State","0"
"401329337","2021","1","regular","false","2237","Fort Lewis","7","2424","New Mexico Highlands","44"
"401348214","2021","1","regular","false","122666","Wilson","7","2444","Newberry","31"
"401329179","2021","1","regular","false","284","Stonehill","35","2071","Bloomsburg","13"
"401329305","2021","1","regular","false","2714","Western Colorado","23","2123","Chadron St","10"
"401328057","2021","1","regular","false","304","Idaho State","14","155","North Dakota","35"
"401328159","2021","1","regular","false","2449","North Dakota State","28","399","UAlbany","6"
"401282764","2021","1","regular","false","120","Maryland","30","277","West Virginia","24"
"401281942","2021","1","regular","true","2390","Miami","13","333","Alabama","44"
"401282174","2021","1","regular","false","2426","Navy","7","276","Marshall","49"
"401282723","2021","1","regular","false","2294","Iowa","34","84","Indiana","6"
"401300996","2021","1","regular","false","2132","Cincinnati","49","193","Miami (OH)","14"
"401281949","2021","1","regular","false","344","Mississippi State","35","2348","Louisiana Tech","34"
"401282612","2021","1","regular","false","221","Pittsburgh","51","113","Massachusetts","7"
"401281950","2021","1","regular","false","142","Missouri","34","2117","Central Michigan","24"
"401327924","2021","1","regular","false","2207","Elizabeth City State","6","2220","Fayetteville State","47"
"401337368","2021","1","regular","false","2506","Presbyterian","84","111610","Laurinburg","43"
"401328230","2021","1","regular","false","2415","Morgan State","0","119","Towson","31"
"401310697","2021","1","regular","false","2751","Wyoming","19","147","Montana State","16"
"401327914","2021","1","regular","false","2169","Delaware State","32","2075","Bowie State","24"
"401328028","2021","1","regular","false","301","San Diego","17","13","Cal Poly","28"
"401348514","2021","1","regular","false","70","Idaho","68","2829","Simon Fraser","0"
"401287887","2021","1","regular","false","66","Iowa State","16","2460","Northern Iowa","10"
"401287892","2021","1","regular","false","251","Texas","38","309","Louisiana","18"
"401309842","2021","1","regular","false","30","USC","30","23","San José State","7"
"401327961","2021","1","regular","false","330","Virginia St","7","2331","Lenoir-Rhyne","48"
"401327953","2021","1","regular","false","2339","Lincoln (PA)","0","209","Lock Haven University","20"
"401329092","2021","1","regular","false","2940","Livingstone","10","2805","Clark Atlanta","13"
"401329085","2021","1","regular","false","490","Benedict College","45","2019","Allen","12"
"401329190","2021","1","regular","false","2134","Clarion","26","437","Lake Erie","31"
"401332022","2021","1","regular","false","2385","Mercyhurst","18","2017","Alderson-Broaddus","3"
"401286294","2021","1","regular","false","2335","Liberty","48","2097","Campbell","7"
"401357798","2021","1","regular","false","56","Stetson","54","2683","Warner University","14"
"401332299","2021","1","regular","false","2529","Sacred Heart","21","2083","Bucknell","0"
"401327988","2021","1","regular","false","2717","Western Carolina","28","2198","Eastern Kentucky","31"
"401328616","2021","1","regular","false","2011","Alabama State","14","2396","Miles College","13"
"401328527","2021","1","regular","false","111756","Indiana Wesleyan","28","2674","Valparaiso","10"
"401309600","2021","1","regular","false","290","Georgia Southern","30","2241","Gardner-Webb","25"
"401328210","2021","1","regular","false","227","Rhode Island","45","2803","Bryant","21"
"401328192","2021","1","regular","false","256","James Madison","68","2413","Morehead State","10"
"401328015","2021","1","regular","false","2261","Hampton","42","2676","Virginia Union","28"
"401300998","2021","1","regular","false","2567","SMU","56","2000","Abilene Christian","9"
"401328634","2021","1","regular","false","2029","Arkansas-Pine Bluff","34","2323","Lane College","16"
"401328144","2021","1","regular","false","2453","North Alabama","28","2545","SE Louisiana","49"
"401328022","2021","1","regular","false","2617","Stephen F. Austin","20","2627","Tarleton State","10"
"401281951","2021","1","regular","false","2579","South Carolina","46","2197","Eastern Illinois","0"
"401309602","2021","1","regular","false","2653","Troy","55","2582","Southern","3"
"401328323","2021","1","regular","false","2010","Alabama A&M","42","2569","South Carolina State","41"
"401309598","2021","1","regular","false","2032","Arkansas State","40","2110","Central Arkansas","21"
"401300997","2021","1","regular","false","235","Memphis","42","2447","Nicholls","17"
"401309543","2021","1","regular","false","2649","Toledo","49","2450","Norfolk State","10"
"401287890","2021","1","regular","false","197","Oklahoma State","23","2623","Missouri State","16"
"401282173","2021","1","regular","false","2393","Middle Tennessee","50","2405","Monmouth","15"
"401281944","2021","1","regular","false","2","Auburn","60","2006","Akron","10"
"401282819","2021","1","regular","false","2509","Purdue","30","204","Oregon State","21"
"401287886","2021","1","regular","true","248","Houston","21","2641","Texas Tech","38"
"401329000","2021","1","regular","false","2695","West Alabama","48","60","Morehouse College","7"
"401328977","2021","1","regular","false","129","Saginaw Valley State","13","2658","Texas A&M-Kingsville","9"
"401328944","2021","1","regular","false","2673","Valdosta State","53","2542","Savannah St","7"
"401329707","2021","1","regular","false","2615","St. Xavier IL","10","2292","Indianapolis","34"
"401329394","2021","1","regular","false","196","Northeastern State","7","2214","Emporia State University","38"
"401329023","2021","1","regular","false","2001","Adams State","17","2703","Western New Mexico","35"
"401328345","2021","1","regular","false","2264","Harding University","28","2191","East Central (OK)","0"
"401329008","2021","1","regular","false","2822","North Greenville","37","2336","Limestone","16"
"401282611","2021","1","regular","false","195","Ohio","9","183","Syracuse","29"
"401287893","2021","1","regular","false","326","Texas State","20","239","Baylor","29"
"401282610","2021","1","regular","false","59","Georgia Tech","21","2459","Northern Illinois","22"
"401281946","2021","1","regular","true","228","Clemson","3","61","Georgia","10"
"401281945","2021","1","regular","false","57","Florida","35","2226","Florida Atlantic","14"
"401282179","2021","1","regular","false","356","Illinois","30","2636","UTSA","37"
"401328327","2021","1","regular","false","2287","Illinois State","49","2086","Butler","7"
"401282175","2021","1","regular","false","249","North Texas","44","2466","Northwestern State","14"
"401282613","2021","1","regular","false","258","Virginia","43","2729","William & Mary","0"
"401287891","2021","1","regular","false","2628","TCU","45","2184","Duquesne","3"
"401328678","2021","1","regular","false","2640","Texas Southern","17","2504","Prairie View A&M","40"
"401282054","2021","1","regular","false","238","Vanderbilt","3","2193","East Tennessee State","23"
"401309839","2021","1","regular","false","264","Washington","7","149","Montana","13"
"401282177","2021","1","regular","false","6","South Alabama","31","2572","Southern Miss","7"
"401282053","2021","1","regular","false","245","Texas A&M","41","2309","Kent State","10"
"401281948","2021","1","regular","false","26","UCLA","38","99","LSU","27"
"401282178","2021","1","regular","false","2638","UTEP","38","2065","Bethune-Cookman","28"
"401327977","2021","1","regular","false","3101","Utah Tech","7","16","Sacramento State","19"
"401309837","2021","1","regular","false","25","California","17","2440","Nevada","22"
"401309841","2021","1","regular","true","12","Arizona","16","252","BYU","24"
"401310699","2021","1","regular","false","21","San Diego State","28","166","New Mexico State","10"
"401309840","2021","1","regular","false","265","Washington State","23","328","Utah State","26"
"401310698","2021","1","regular","false","62","Hawai'i","49","2502","Portland State","35"
"401328657","2021","1","regular","false","50","Florida A&M","6","2296","Jackson State","7"
"401328426","2021","1","regular","false","2755","Grambling","16","2634","Tennessee State","10"
"401329118","2021","1","regular","false","2657","Tuskegee","0","2232","Fort Valley State","30"
"401282614","2021","1","regular","false","52","Florida State","38","87","Notre Dame","41"
"401282055","2021","1","regular","true","145","Ole Miss","43","97","Louisville","24"
"401341940","2021","2","regular","false","2128","University Of Charleston (WV)","27","2986","Fairmont State","6"
"401329652","2021","2","regular","false","2369","Mars Hill","50","2355","Virginia University Of Lynchburg","14"
"401329412","2021","2","regular","false","112335","Wheeling","15","587","Notre Dame College","31"
"401329384","2021","2","regular","false","2249","Glenville State","17","2148","Concord University","10"
"401329341","2021","2","regular","false","2687","Washburn","29","2118","Central Missouri","10"
"401329086","2021","2","regular","false","490","Benedict College","44","2206","Edward Waters","3"
"401329405","2021","2","regular","false","137","Missouri Western","38","2231","Fort Hays State","31"
"401347693","2021","2","regular","false","2487","Pace","33","2022","American International","40"
"401287896","2021","2","regular","false","324","Coastal Carolina","49","2305","Kansas","22"
"401282616","2021","2","regular","false","150","Duke","45","2448","North Carolina A&T","17"
"401282191","2021","2","regular","false","68","Boise State","54","2638","UTEP","13"
"401310701","2021","2","regular","false","328","Utah State","48","155","North Dakota","24"
"401282624","2021","2","regular","false","258","Virginia","42","356","Illinois","14"
"401282193","2021","2","regular","false","349","Army","38","98","Western Kentucky","35"
"401309545","2021","2","regular","false","2309","Kent State","60","2678","VMI","10"
"401282790","2021","2","regular","false","135","Minnesota","31","193","Miami (OH)","26"
"401282618","2021","2","regular","false","59","Georgia Tech","45","338","Kennesaw State","17"
"401282625","2021","2","regular","false","154","Wake Forest","41","2450","Norfolk State","16"
"401282783","2021","2","regular","false","127","Michigan State","42","2754","Youngstown State","14"
"401282058","2021","2","regular","false","2","Auburn","62","2011","Alabama State","0"
"401329366","2021","2","regular","false","2205","Edinboro University","9","2559","Shippensburg","30"
"401329419","2021","2","regular","false","2385","Mercyhurst","10","223","West Chester","56"
"401287899","2021","2","regular","false","197","Oklahoma State","28","202","Tulsa","23"
"401282809","2021","2","regular","false","194","Ohio State","28","2483","Oregon","35"
"401282066","2021","2","regular","false","2633","Tennessee","34","221","Pittsburgh","41"
"401282804","2021","2","regular","false","77","Northwestern","24","282","Indiana State","6"
"401329358","2021","2","regular","false","367","Gannon","26","2974","Shepherd","56"
"401282065","2021","2","regular","false","151","East Carolina","17","2579","South Carolina","20"
"401327915","2021","2","regular","false","2075","Bowie State","28","129","Saginaw Valley State","19"
"401282059","2021","2","regular","false","58","South Florida","20","57","Florida","42"
"401328226","2021","2","regular","false","2142","Colgate","3","2619","Stony Brook","24"
"401328413","2021","2","regular","false","2168","Dayton","17","2197","Eastern Illinois","10"
"401329152","2021","2","regular","false","3066","Concordia University St Paul","24","389","Upper Iowa University","6"
"401329191","2021","2","regular","false","2134","Clarion","17","210","Millersville","21"
"401341491","2021","2","regular","false","101784","ERSKINE","25","122666","Wilson","38"
"401334788","2021","2","regular","false","2858","PennWest California","59","209","Lock Haven University","0"
"401334757","2021","2","regular","false","2310","Kentucky State","25","2316","Kentucky Wesleyan","26"
"401332383","2021","2","regular","false","2839","Greeneville","38","2804","Chowan","46"
"401332023","2021","2","regular","false","2017","Alderson-Broaddus","0","2699","West Liberty","24"
"401329474","2021","2","regular","false","112334","Franklin Pierce","20","437","Lake Erie","31"
"401327954","2021","2","regular","false","2339","Lincoln (PA)","7","2119","Central State (OH)","19"
"401328707","2021","2","regular","false","131","Wayne State (MI)","9","2654","Truman State","27"
"401328968","2021","2","regular","false","128","Northern Michigan","10","271","Wisconsin-Oshkosh","28"
"401328974","2021","2","regular","false","2838","Tiffin","40","2886","Northwood (MI)","6"
"401329038","2021","2","regular","false","2817","Minnesota State Moorhead","13","2851","Winona State","27"
"401348193","2021","2","regular","false","2477","Ohio Dominican","10","330","Virginia St","7"
"401344438","2021","2","regular","false","2038","Assumption","28","2060","Bentley","40"
"401301000","2021","2","regular","false","2655","Tulane","69","2415","Morgan State","20"
"401328955","2021","2","regular","false","2392","Michigan Tech","9","2900","St. Thomas (MN)","12"
"401309547","2021","2","regular","false","2459","Northern Illinois","43","2751","Wyoming","50"
"401327925","2021","2","regular","false","2207","Elizabeth City State","27","124180","Bluefield State","35"
"401328287","2021","2","regular","false","2169","Delaware State","14","46","Georgetown","20"
"401328485","2021","2","regular","false","107","Holy Cross","21","2771","Merrimack","35"
"401328075","2021","2","regular","false","233","South Dakota","34","2464","Northern Arizona","7"
"401282622","2021","2","regular","false","183","Syracuse","7","164","Rutgers","17"
"401328119","2021","2","regular","false","2643","The Citadel","21","2127","Charleston Southern","38"
"401328532","2021","2","regular","false","200","Southern Nazarene","3","2888","Ouachita Baptist","41"
"401282186","2021","2","regular","false","259","Virginia Tech","35","2393","Middle Tennessee","14"
"401328221","2021","2","regular","false","257","Richmond","31","2329","Lehigh","3"
"401341944","2021","2","regular","false","2707","West Virginia State","21","341","Frostburg State","34"
"401332007","2021","2","regular","false","2825","Quincy","59","2295","Iowa Wesleyan","27"
"401329462","2021","2","regular","false","2703","Western New Mexico","14","2714","Western Colorado","49"
"401329319","2021","2","regular","false","2146","Colorado School Of Mines","31","2424","New Mexico Highlands","21"
"401329201","2021","2","regular","false","2291","Indiana-Pennsylvania","29","2315","Kutztown University","26"
"401329001","2021","2","regular","false","2657","Tuskegee","7","2695","West Alabama","33"
"401328521","2021","2","regular","false","2413","Morehead State","62","3179","Point University","9"
"401309753","2021","2","regular","false","195","Ohio","26","2184","Duquesne","28"
"401328459","2021","2","regular","false","2635","Tennessee Tech","0","231","Furman","26"
"401282705","2021","2","regular","false","87","Notre Dame","32","2649","Toledo","29"
"401332310","2021","2","regular","false","2681","Wagner","19","2115","Central Connecticut","21"
"401282820","2021","2","regular","false","41","UConn","0","2509","Purdue","49"
"401359755","2021","2","regular","false","2123","Chadron St","24","2025","Angelo State","28"
"401359754","2021","2","regular","false","2402","Missouri S&T","71","124386","Little Rock","0"
"401333045","2021","2","regular","false","132","Bemidji State","38","2844","Wayne State (NE)","28"
"401329126","2021","2","regular","false","559","University of Mary","20","2043","Augustana University (SD)","43"
"401329457","2021","2","regular","false","2403","Missouri Southern State","17","196","Northeastern State","21"
"401309548","2021","2","regular","false","2117","Central Michigan","45","2523","Robert Morris","0"
"401328367","2021","2","regular","false","2449","North Dakota State","64","2674","Valparaiso","0"
"401301002","2021","2","regular","false","2132","Cincinnati","42","93","Murray State","7"
"401301004","2021","2","regular","false","2426","Navy","3","2005","Air Force","23"
"401282623","2021","2","regular","false","113","Massachusetts","28","103","Boston College","45"
"401300999","2021","2","regular","false","2006","Akron","24","218","Temple","45"
"401287900","2021","2","regular","false","2628","TCU","34","25","California","32"
"401282067","2021","2","regular","true","38","Colorado","7","245","Texas A&M","10"
"401282797","2021","2","regular","false","158","Nebraska","28","2084","Buffalo","3"
"401282816","2021","2","regular","false","213","Penn State","44","2050","Ball State","13"
"401282183","2021","2","regular","false","2226","Florida Atlantic","38","290","Georgia Southern","6"
"401282060","2021","2","regular","false","61","Georgia","56","5","UAB","7"
"401309546","2021","2","regular","false","189","Bowling Green","19","6","South Alabama","22"
"401329713","2021","2","regular","false","203","Linfield College","56","2829","Simon Fraser","20"
"401329113","2021","2","regular","false","2805","Clark Atlanta","26","2323","Lane College","35"
"401328038","2021","2","regular","false","331","Eastern Washington","63","2120","Central Washington","14"
"401282056","2021","2","regular","false","333","Alabama","48","2382","Mercer","14"
"401328193","2021","2","regular","false","256","James Madison","55","311","Maine","7"
"401328099","2021","2","regular","false","301","San Diego","7","302","UC Davis","53"
"401356953","2021","2","regular","false","2506","Presbyterian","68","124110","UFTL","3"
"401282754","2021","2","regular","false","66","Iowa State","17","2294","Iowa","27"
"401328016","2021","2","regular","false","2676","Virginia Union","7","2673","Valdosta State","51"
"401309544","2021","2","regular","false","2711","Western Michigan","28","2287","Illinois State","0"
"401282615","2021","2","regular","false","228","Clemson","49","2569","South Carolina State","3"
"401287902","2021","2","regular","false","277","West Virginia","66","2341","Long Island University","0"
"401328205","2021","2","regular","false","160","New Hampshire","26","119","Towson","14"
"401328497","2021","2","regular","false","2086","Butler","49","83","Depauw","24"
"401328658","2021","2","regular","false","50","Florida A&M","34","2232","Fort Valley State","7"
"401309845","2021","2","regular","false","265","Washington State","44","2502","Portland State","24"
"401282192","2021","2","regular","false","2636","UTSA","54","2320","Lamar","0"
"401332050","2021","2","regular","false","2230","Fordham","23","2405","Monmouth","26"
"401357799","2021","2","regular","false","56","Stetson","49","3178","Ave Maria University","16"
"401328108","2021","2","regular","false","2097","Campbell","23","2210","Elon","24"
"401328176","2021","2","regular","false","48","Delaware","27","2598","St. Francis (PA)","10"
"401328236","2021","2","regular","false","2729","William & Mary","24","322","Lafayette","3"
"401328234","2021","2","regular","false","222","Villanova","55","2083","Bucknell","3"
"401282181","2021","2","regular","false","2429","Charlotte","38","2241","Gardner-Webb","10"
"401366015","2021","2","regular","false","2224","Findlay","34","2882","UNC Pembroke","28"
"401328102","2021","2","regular","false","2304","Johnson C Smith","19","2019","Allen","20"
"401328945","2021","2","regular","false","2542","Savannah St","50","2940","Livingstone","6"
"401329009","2021","2","regular","false","2444","Newberry","14","2822","North Greenville","24"
"401329057","2021","2","regular","false","2698","West Georgia","47","60","Morehouse College","0"
"401347701","2021","2","regular","false","284","Stonehill","54","2583","Southern Connecticut State","21"
"401329180","2021","2","regular","false","611","Seton Hill","13","2071","Bloomsburg","7"
"401329372","2021","2","regular","false","215","Slippery Rock","22","2188","East Stroudsburg University","7"
"401328085","2021","2","regular","false","351","Wingate","40","2220","Fayetteville State","21"
"401301001","2021","2","regular","false","2116","UCF","63","2065","Bethune-Cookman","14"
"401282189","2021","2","regular","false","242","Rice","7","248","Houston","44"
"401282185","2021","2","regular","false","276","Marshall","44","2428","North Carolina Central","10"
"401329451","2021","2","regular","false","110243","UT Permian Basin","42","2704","West Texas A&M","31"
"401329708","2021","2","regular","false","2273","Hillsdale","31","2292","Indianapolis","35"
"401330018","2021","2","regular","false","2837","East Texas A&M","30","2395","Midwestern State","31"
"401329492","2021","2","regular","false","134","Minnesota Duluth","30","2364","Minnesota State Mankato","10"
"401328258","2021","2","regular","false","2107","Catawba","28","2736","Winston-Salem","6"
"401328277","2021","2","regular","false","2191","East Central (OK)","13","2033","Arkansas Tech","10"
"401328310","2021","2","regular","false","319","Oklahoma Baptist","45","2028","Arkansas-Monticello","20"
"401328389","2021","2","regular","false","199","Southeastern Oklahoma State","32","2264","Harding University","31"
"401328398","2021","2","regular","false","2271","Henderson State","55","2823","Northwestern Oklahoma State","7"
"401328535","2021","2","regular","false","2568","Southern Arkansas","42","2927","Southwestern Oklahoma State","27"
"401328648","2021","2","regular","false","2170","Delta State","45","2816","McKendree","17"
"401328696","2021","2","regular","false","110242","West Florida","63","2586","Southwest Baptist","14"
"401328714","2021","2","regular","false","308","Ashland","19","2222","Ferris State","45"
"401328936","2021","2","regular","false","125","Grand Valley State University","34","2570","CSU Pueblo","14"
"401328991","2021","2","regular","false","2013","Albany State GA","28","2560","Shorter","12"
"401329069","2021","2","regular","false","425","Northern State","30","2587","Southwest Minnesota State","13"
"401329351","2021","2","regular","false","613","South Dakota Mines","52","561","Mayville State","7"
"401282182","2021","2","regular","false","2229","Florida International","17","326","Texas State","23"
"401282825","2021","2","regular","false","275","Wisconsin","34","2199","Eastern Michigan","7"
"401282064","2021","2","regular","false","344","Mississippi State","24","152","NC State","10"
"401301003","2021","2","regular","false","2032","Arkansas State","50","235","Memphis","55"
"401286295","2021","2","regular","false","2653","Troy","13","2335","Liberty","21"
"401282620","2021","2","regular","false","2390","Miami","25","2026","App State","23"
"401328463","2021","2","regular","false","2630","UT Martin","33","2535","Samford","27"
"401282187","2021","2","regular","false","2567","SMU","35","249","North Texas","12"
"401282057","2021","2","regular","false","8","Arkansas","40","251","Texas","21"
