"Id","Season","Week","NeutralSite","HomeId","HomeTeam","HomePoints","AwayId","AwayTeam","AwayPoints"
"401218616","2020","1","true","2110","Central Arkansas","24","2046","Austin Peay","17"
"401238035","2020","1","false","5","UAB","45","2110","Central Arkansas","35"
"401207101","2020","1","false","2572","Southern Miss","21","6","South Alabama","32"
"401237353","2020","1","false","276","Marshall","59","2198","Eastern Kentucky","0"
"401235700","2020","1","false","349","Army","42","2393","Middle Tennessee","0"
"401212484","2020","1","false","326","Texas State","24","2567","SMU","31"
"401207098","2020","1","false","249","North Texas","57","2277","Houston Christian","31"
"401212553","2020","1","false","235","Memphis","37","2032","Arkansas State","24"
"401239884","2020","1","false","2638","UTEP","24","2617","Stephen F. Austin","14"
"401234576","2020","1","false","2426","Navy","3","252","BYU","55"
"401234559","2020","2","false","2390","Miami","31","5","UAB","14"
"401234565","2020","2","false","153","North Carolina","31","183","Syracuse","6"
"401236221","2020","2","false","66","Iowa State","14","309","Louisiana","31"
"401236081","2020","2","false","2026","App State","35","2429","Charlotte","20"
"401236053","2020","2","false","2306","Kansas State","31","2032","Arkansas State","35"
"401236038","2020","2","false","277","West Virginia","56","2198","Eastern Kentucky","10"
"401240113","2020","2","false","349","Army","37","2433","UL Monroe","7"
"401234574","2020","2","false","87","Notre Dame","27","150","Duke","13"
"401207113","2020","2","false","326","Texas State","48","2636","UTSA","51"
"401234563","2020","2","false","52","Florida State","13","59","Georgia Tech","16"
"401240233","2020","2","false","221","Pittsburgh","55","2046","Austin Peay","0"
"401215298","2020","2","false","290","Georgia Southern","27","2097","Campbell","26"
"401236054","2020","2","false","201","Oklahoma","48","2623","Missouri State","0"
"401240039","2020","2","false","58","South Florida","27","2643","The Citadel","6"
"401234562","2020","2","false","154","Wake Forest","13","228","Clemson","37"
"401239973","2020","2","false","6","South Alabama","24","2655","Tulane","27"
"401236222","2020","2","false","251","Texas","59","2638","UTEP","3"
"401234564","2020","2","false","97","Louisville","35","98","Western Kentucky","21"
"401236039","2020","2","false","2641","Texas Tech","35","2277","Houston Christian","33"
"401236658","2020","2","false","2305","Kansas","23","324","Coastal Carolina","38"
"401240126","2020","3","false","324","Coastal Carolina","43","2097","Campbell","21"
"401212541","2020","3","false","2132","Cincinnati","55","2046","Austin Peay","20"
"401234567","2020","3","false","150","Duke","6","103","Boston College","26"
"401234571","2020","3","false","221","Pittsburgh","21","183","Syracuse","10"
"401207124","2020","3","false","98","Western Kentucky","24","2335","Liberty","30"
"401215301","2020","3","false","2247","Georgia State","31","309","Louisiana","34"
"401212522","2020","3","false","2655","Tulane","24","2426","Navy","27"
"401236041","2020","3","false","197","Oklahoma State","16","202","Tulsa","7"
"401241282","2020","3","false","87","Notre Dame","52","58","South Florida","0"
"401234568","2020","3","false","59","Georgia Tech","21","2116","UCF","49"
"401240041","2020","3","false","2636","UTSA","24","2617","Stephen F. Austin","10"
"401236939","2020","3","false","276","Marshall","17","2026","App State","7"
"401240640","2020","3","false","2393","Middle Tennessee","14","2653","Troy","47"
"401237492","2020","3","false","228","Clemson","49","2643","The Citadel","0"
"401207120","2020","3","false","249","North Texas","35","2567","SMU","65"
"401234569","2020","3","false","97","Louisville","34","2390","Miami","47"
"401207106","2020","3","false","2572","Southern Miss","30","2348","Louisiana Tech","31"
"401215302","2020","3","false","2433","UL Monroe","17","326","Texas State","38"
"401234570","2020","3","false","152","NC State","45","154","Wake Forest","42"
"401239885","2020","3","false","2638","UTEP","17","2000","Abilene Christian","13"
"401207132","2020","4","false","6","South Alabama","10","5","UAB","42"
"401207134","2020","4","false","2636","UTSA","37","2393","Middle Tennessee","35"
"401237034","2020","4","false","2","Auburn","29","96","Kentucky","13"
"401236253","2020","4","false","2026","App State","52","2097","Campbell","21"
"401215303","2020","4","false","309","Louisiana","20","290","Georgia Southern","18"
"401212536","2020","4","false","151","East Carolina","28","2116","UCF","51"
"401234594","2020","4","false","183","Syracuse","37","59","Georgia Tech","20"
"401234595","2020","4","false","221","Pittsburgh","23","97","Louisville","20"
"401235996","2020","4","false","201","Oklahoma","35","2306","Kansas State","38"
"401236952","2020","4","false","145","Ole Miss","35","57","Florida","51"
"401237493","2020","4","false","2643","The Citadel","14","2198","Eastern Kentucky","37"
"401207126","2020","4","false","2335","Liberty","36","2229","Florida International","34"
"401235994","2020","4","false","2628","TCU","34","66","Iowa State","37"
"401235997","2020","4","false","197","Oklahoma State","27","277","West Virginia","13"
"401240194","2020","4","false","2433","UL Monroe","6","2638","UTEP","31"
"401237035","2020","4","false","99","LSU","34","344","Mississippi State","44"
"401240996","2020","4","false","2132","Cincinnati","24","349","Army","10"
"401235995","2020","4","false","2641","Texas Tech","56","251","Texas","63"
"401234638","2020","4","false","258","Virginia","38","150","Duke","20"
"401237033","2020","4","false","8","Arkansas","10","61","Georgia","37"
